user_id,tipo_usuario,timestamp,valor_brl,wallet_destino,hora,eh_fracionamento,data,acima_limite_bcb,madrugada,c1_flag,c1_razoes,wallets_unicas,data_ts,n_transacoes_dia,data_com_lag,irf_contexto,entropia_wallets,c2_score_anomalia,c2_classificacao,c3_prompt_llm,c3_resposta_llm_bruta,c3_veredito,c3_justificativa,c3_rascunho_coaf,c1_flag_int,score_final,alerta_final,explicacao_xai
SUSPEITO_003,C_suspeito_fracionamento,2024-05-08 03:18:00,9444.21,0xA577FC,3,True,2024-05-08,False,True,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto,3,2024-05-08,3,2024-04-24,31.71,4.827264978543926,29.8,normal,,,,,,1,33.9,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_008,B_institucional_monitorar,2024-05-08 10:53:00,317078.45,0x903A91,10,False,2024-05-08,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-08,1,2024-04-24,31.71,2.7952888577868493,18.2,normal,,,,,,1,26.9,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_001,B_institucional_monitorar,2024-05-08 12:20:00,385453.11,0x500518,12,False,2024-05-08,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,2,2024-05-08,2,2024-04-24,31.71,1.5807920249573275,62.5,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_001
- Valor: R$ 385,453.11
- Frequencia hoje: 2 transacoes
- Entropia de Wallets: 1.58 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 62.5/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 31.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,53.5,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
INSTITUCIONAL_001,B_institucional_monitorar,2024-05-08 14:28:00,390199.52,0xD366FB,14,False,2024-05-08,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,2,2024-05-08,2,2024-04-24,31.71,1.5807920249573275,62.2,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_001
- Valor: R$ 390,199.52
- Frequencia hoje: 2 transacoes
- Entropia de Wallets: 1.58 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 62.2/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 31.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,53.3,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
POUPADOR_0032,A_poupador_legitimo,2024-05-08 15:00:00,695.09,0x4A9DE5,15,False,2024-05-08,False,False,False,,1,2024-05-08,1,2024-04-24,31.71,-1.4426951595367387e-09,28.3,normal,,,,,,0,17.0,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_000,B_institucional_monitorar,2024-05-08 15:23:00,513786.69,0x825B2E,15,False,2024-05-08,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-08,1,2024-04-24,31.71,2.545147450049116,48.5,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_000
- Valor: R$ 513,786.69
- Frequencia hoje: 1 transacoes
- Entropia de Wallets: 2.55 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 48.5/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 31.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,45.1,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
SUSPEITO_000,C_suspeito_fracionamento,2024-05-09 03:52:00,8747.94,0x64AF1A,3,True,2024-05-09,False,True,True,R4:fracionamento_suspeito|R5:madrugada_valor_alto,3,2024-05-09,3,2024-04-25,32.71,5.059437866327645,39.6,normal,,,,,,1,39.8,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_000,C_suspeito_fracionamento,2024-05-09 04:08:00,8617.74,0xC52922,4,True,2024-05-09,False,True,True,R4:fracionamento_suspeito|R5:madrugada_valor_alto,3,2024-05-09,3,2024-04-25,32.71,5.059437866327645,44.3,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_000
- Valor: R$ 8,617.74
- Frequencia hoje: 3 transacoes
- Entropia de Wallets: 5.06 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 44.3/100
- Flags BCB ativas: R4:fracionamento_suspeito|R5:madrugada_valor_alto
- IRF (Indice de Risco Fiscal no dia): 32.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,42.6,AMARELO,Regras BCB Violadas (R4:fracionamento_suspeito|R5:madrugada_valor_alto) | Desvio comportamental moderado (Isolation Forest > 40)
SUSPEITO_000,C_suspeito_fracionamento,2024-05-09 04:50:00,8561.71,0xA3CDEF,4,True,2024-05-09,False,True,True,R4:fracionamento_suspeito|R5:madrugada_valor_alto,3,2024-05-09,3,2024-04-25,32.71,5.059437866327645,47.6,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_000
- Valor: R$ 8,561.71
- Frequencia hoje: 3 transacoes
- Entropia de Wallets: 5.06 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 47.6/100
- Flags BCB ativas: R4:fracionamento_suspeito|R5:madrugada_valor_alto
- IRF (Indice de Risco Fiscal no dia): 32.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,44.6,AMARELO,Regras BCB Violadas (R4:fracionamento_suspeito|R5:madrugada_valor_alto) | Desvio comportamental moderado (Isolation Forest > 40)
INSTITUCIONAL_001,B_institucional_monitorar,2024-05-09 08:40:00,385955.13,0x22C841,8,False,2024-05-09,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-09,2,2024-04-25,32.71,1.5807920249573275,64.7,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_001
- Valor: R$ 385,955.13
- Frequencia hoje: 2 transacoes
- Entropia de Wallets: 1.58 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 64.7/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 32.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,54.8,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
INSTITUCIONAL_009,B_institucional_monitorar,2024-05-09 09:16:00,462405.52,0x4F29BC,9,False,2024-05-09,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-09,1,2024-04-25,32.71,2.3192615045584555,29.5,normal,,,,,,1,33.7,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_001,B_institucional_monitorar,2024-05-09 10:41:00,368230.04,0x22C841,10,False,2024-05-09,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-09,2,2024-04-25,32.71,1.5807920249573275,65.2,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_001
- Valor: R$ 368,230.04
- Frequencia hoje: 2 transacoes
- Entropia de Wallets: 1.58 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 65.2/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 32.71/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,55.1,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
INSTITUCIONAL_003,B_institucional_monitorar,2024-05-09 10:54:00,441677.81,0xB22D09,10,False,2024-05-09,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-09,1,2024-04-25,32.71,2.3115013638010686,24.5,normal,,,,,,1,30.7,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0078,A_poupador_legitimo,2024-05-09 20:20:00,3269.47,0xAA4AF9,20,False,2024-05-09,False,False,False,,1,2024-05-09,1,2024-04-25,32.71,-1.4426951595367387e-09,17.6,normal,,,,,,0,10.6,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_005,C_suspeito_fracionamento,2024-05-10 00:56:00,9847.25,0x5E81E0,0,True,2024-05-10,False,True,True,R4:fracionamento_suspeito|R5:madrugada_valor_alto,5,2024-05-10,5,2024-04-26,32.78,4.8271635600896685,51.9,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_005
- Valor: R$ 9,847.25
- Frequencia hoje: 5 transacoes
- Entropia de Wallets: 4.83 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 51.9/100
- Flags BCB ativas: R4:fracionamento_suspeito|R5:madrugada_valor_alto
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,47.1,AMARELO,Regras BCB Violadas (R4:fracionamento_suspeito|R5:madrugada_valor_alto) | Desvio comportamental moderado (Isolation Forest > 40) | Risco de Smurfing: Transferência diluída em 5 wallets
SUSPEITO_005,C_suspeito_fracionamento,2024-05-10 01:01:00,9037.82,0x4B097C,1,True,2024-05-10,False,True,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto,5,2024-05-10,5,2024-04-26,32.78,4.8271635600896685,39.8,normal,,,,,,1,39.9,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_005,C_suspeito_fracionamento,2024-05-10 01:24:00,8901.7,0x512634,1,True,2024-05-10,False,True,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto,5,2024-05-10,5,2024-04-26,32.78,4.8271635600896685,41.6,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_005
- Valor: R$ 8,901.70
- Frequencia hoje: 5 transacoes
- Entropia de Wallets: 4.83 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 41.6/100
- Flags BCB ativas: R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,41.0,AMARELO,Regras BCB Violadas (R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto) | Desvio comportamental moderado (Isolation Forest > 40) | Risco de Smurfing: Transferência diluída em 5 wallets
SUSPEITO_005,C_suspeito_fracionamento,2024-05-10 01:29:00,9066.29,0xFE07C3,1,True,2024-05-10,False,True,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto,5,2024-05-10,5,2024-04-26,32.78,4.8271635600896685,39.8,normal,,,,,,1,39.9,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_005,C_suspeito_fracionamento,2024-05-10 01:46:00,9529.42,0xB578E0,1,True,2024-05-10,False,True,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto,5,2024-05-10,5,2024-04-26,32.78,4.8271635600896685,41.0,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_005
- Valor: R$ 9,529.42
- Frequencia hoje: 5 transacoes
- Entropia de Wallets: 4.83 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 41.0/100
- Flags BCB ativas: R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,40.6,AMARELO,Regras BCB Violadas (R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto) | Desvio comportamental moderado (Isolation Forest > 40) | Risco de Smurfing: Transferência diluída em 5 wallets
INSTITUCIONAL_009,B_institucional_monitorar,2024-05-10 10:00:00,464146.47,0xF4C789,10,False,2024-05-10,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-10,1,2024-04-26,32.78,2.3192615045584555,29.4,normal,,,,,,1,33.6,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_013,B_institucional_monitorar,2024-05-10 11:06:00,397704.84,0x77766C,11,False,2024-05-10,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-10,1,2024-04-26,32.78,2.311726964290349,14.7,normal,,,,,,1,24.8,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_005,B_institucional_monitorar,2024-05-10 13:27:00,333412.21,0x4F806B,13,False,2024-05-10,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-10,1,2024-04-26,32.78,2.791081679435229,22.4,normal,,,,,,1,29.4,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0098,A_poupador_legitimo,2024-05-10 17:06:00,2936.37,0xF8E821,17,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,11.5,normal,,,,,,0,6.9,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0076,A_poupador_legitimo,2024-05-10 17:57:00,1772.66,0xA8D652,17,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,11.1,normal,,,,,,0,6.7,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0009,A_poupador_legitimo,2024-05-10 18:58:00,1943.84,0x1FA89C,18,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,8.5,normal,,,,,,0,5.1,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0074,A_poupador_legitimo,2024-05-10 19:20:00,1433.49,0x6A4739,19,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,13.3,normal,,,,,,0,8.0,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0068,A_poupador_legitimo,2024-05-10 19:25:00,900.5,0xF48042,19,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,22.9,normal,,,,,,0,13.7,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0061,A_poupador_legitimo,2024-05-10 20:32:00,1984.55,0x64507D,20,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,8.2,normal,,,,,,0,4.9,VERDE,Transação alinhada ao perfil histórico do cliente.
POUPADOR_0059,A_poupador_legitimo,2024-05-10 21:27:00,2241.3,0xB706FA,21,False,2024-05-10,False,False,False,,1,2024-05-10,1,2024-04-26,32.78,-1.4426951595367387e-09,7.0,normal,,,,,,0,4.2,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_000,B_institucional_monitorar,2024-05-11 08:45:00,510448.18,0x1C78D8,8,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-11,1,2024-04-27,32.78,2.545147450049116,49.9,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_000
- Valor: R$ 510,448.18
- Frequencia hoje: 1 transacoes
- Entropia de Wallets: 2.55 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 49.9/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,45.9,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
INSTITUCIONAL_005,B_institucional_monitorar,2024-05-11 09:26:00,306572.82,0xAC4F12,9,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-11,1,2024-04-27,32.78,2.791081679435229,22.9,normal,,,,,,1,29.7,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_010,B_institucional_monitorar,2024-05-11 09:30:00,236127.09,0xBB4B40,9,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-11,1,2024-04-27,32.78,1.9738290091462263,35.0,normal,,,,,,1,37.0,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_014,B_institucional_monitorar,2024-05-11 10:14:00,144816.6,0x764158,10,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,2,2024-05-11,2,2024-04-27,32.78,2.766371420026039,55.2,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_014
- Valor: R$ 144,816.60
- Frequencia hoje: 2 transacoes
- Entropia de Wallets: 2.77 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 55.2/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,49.1,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
INSTITUCIONAL_002,B_institucional_monitorar,2024-05-11 10:31:00,475039.69,0x960D57,10,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-11,1,2024-04-27,32.78,2.295901269214299,36.5,normal,,,,,,1,37.9,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_012,B_institucional_monitorar,2024-05-11 12:15:00,240084.22,0x30B31A,12,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-11,1,2024-04-27,32.78,2.5568030426495447,24.6,normal,,,,,,1,30.8,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_007,B_institucional_monitorar,2024-05-11 13:05:00,393022.49,0x56D89C,13,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,1,2024-05-11,1,2024-04-27,32.78,2.7786859945438245,26.7,normal,,,,,,1,32.0,VERDE,Transação alinhada ao perfil histórico do cliente.
INSTITUCIONAL_014,B_institucional_monitorar,2024-05-11 13:55:00,144500.11,0x8E3291,13,False,2024-05-11,True,False,True,R1:acima_limite_bcb|R2:volume_30d_acima_50k,2,2024-05-11,2,2024-04-27,32.78,2.766371420026039,54.5,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: INSTITUCIONAL_014
- Valor: R$ 144,500.11
- Frequencia hoje: 2 transacoes
- Entropia de Wallets: 2.77 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 54.5/100
- Flags BCB ativas: R1:acima_limite_bcb|R2:volume_30d_acima_50k
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,48.7,AMARELO,Regras BCB Violadas (R1:acima_limite_bcb|R2:volume_30d_acima_50k) | Desvio comportamental moderado (Isolation Forest > 40)
POUPADOR_0005,A_poupador_legitimo,2024-05-11 16:22:00,2220.71,0x129CF8,16,False,2024-05-11,False,False,False,,1,2024-05-11,1,2024-04-27,32.78,-1.4426951595367387e-09,7.0,normal,,,,,,0,4.2,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_006,C_suspeito_fracionamento,2024-05-12 00:19:00,8427.25,0x18EB45,0,False,2024-05-12,False,True,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto,1,2024-05-12,1,2024-04-28,32.78,5.076069722597204,57.0,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_006
- Valor: R$ 8,427.25
- Frequencia hoje: 1 transacoes
- Entropia de Wallets: 5.08 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 57.0/100
- Flags BCB ativas: R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,50.2,AMARELO,Regras BCB Violadas (R2:volume_30d_acima_50k|R4:fracionamento_suspeito|R5:madrugada_valor_alto) | Desvio comportamental moderado (Isolation Forest > 40)
SUSPEITO_002,C_suspeito_fracionamento,2024-05-12 06:07:00,9303.41,0x7EBBAE,6,True,2024-05-12,False,False,True,R4:fracionamento_suspeito,5,2024-05-12,5,2024-04-28,32.78,4.944281337132163,35.3,normal,,,,,,1,37.2,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_002,C_suspeito_fracionamento,2024-05-12 06:13:00,9505.05,0x559983,6,True,2024-05-12,False,False,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito,5,2024-05-12,5,2024-04-28,32.78,4.944281337132163,38.4,normal,,,,,,1,39.0,VERDE,Transação alinhada ao perfil histórico do cliente.
SUSPEITO_002,C_suspeito_fracionamento,2024-05-12 06:25:00,8910.95,0xA7EF51,6,True,2024-05-12,False,False,True,R2:volume_30d_acima_50k|R4:fracionamento_suspeito,5,2024-05-12,5,2024-04-28,32.78,4.944281337132163,40.2,cinza,"Voce e um especialista em compliance de ativos digitais e regulacao BCB.
Analise a seguinte transacao de stablecoin e determine se e suspeita:

TRANSACAO:
- User ID: SUSPEITO_002
- Valor: R$ 8,910.95
- Frequencia hoje: 5 transacoes
- Entropia de Wallets: 4.94 (Alta = Smurfing suspeito)
- Score ML (Isolation Forest): 40.2/100
- Flags BCB ativas: R2:volume_30d_acima_50k|R4:fracionamento_suspeito
- IRF (Indice de Risco Fiscal no dia): 32.78/100

Com base nas Resolucoes BCB 519-521/2026, essa transacao representa
risco de evasao de divisas ou lavagem de dinheiro?

Responda com: SUSPEITA / NORMAL / REQUER_INVESTIGACAO e justifique em 2 linhas.",,FALLBACK,Julgamento LLM desabilitado — analise manual requerida,,1,40.1,AMARELO,Regras BCB Violadas (R2:volume_30d_acima_50k|R4:fracionamento_suspeito) | Desvio comportamental moderado (Isolation Forest > 40) | Risco de Smurfing: Transferência diluída em 5 wallets
